,collection_date,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1,ww_surv_target_1_known_present,collected_by,BioSampleModel,assembly,experiment_id,SRA_id,fasta_file,Sample
SRR28230466,2023-02-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230466,SRX23841932,,
SRR28230313,2023-02-21,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230313,SRX23841543,,
SRR28230467,2023-02-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230467,SRX23841931,,
SRR28230468,2023-02-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230468,SRX23841930,,
SRR28230464,2023-02-19,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230464,SRX23841933,,
SRR28230470,2023-02-17,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230470,SRX23841928,,
SRR28230472,2023-02-16,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230472,SRX23841926,,
SRR28230475,2023-02-15,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230475,SRX23841923,,
SRR28230471,2023-02-14,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230471,SRX23841927,,
SRR28230476,2023-02-14,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230476,SRX23841922,,
SRR28230477,2023-02-13,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230477,SRX23841921,,
SRR28230478,2023-02-12,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230478,SRX23841920,,
SRR28230474,2023-02-12,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230474,SRX23841924,,
SRR28230479,2023-02-10,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230479,SRX23841919,,
SRR28230480,2023-02-08,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230480,SRX23841918,,
SRR28230481,2023-02-07,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230481,SRX23841917,,
SRR28230485,2023-02-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230485,SRX23841913,,
SRR28230482,2023-02-05,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230482,SRX23841916,,
SRR28230486,2023-02-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230486,SRX23841912,,
SRR28230483,2023-02-02,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230483,SRX23841915,,
SRR28230487,2023-02-02,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230487,SRX23841911,,
SRR28230488,2023-02-01,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230488,SRX23841910,,
SRR28230634,2023-02-01,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230634,SRX23841764,,
SRR28230489,2023-01-31,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230489,SRX23841909,,
SRR28230491,2023-01-31,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230491,SRX23841907,,
SRR28230492,2023-01-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230492,SRX23841906,,
SRR28230536,2023-01-30,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230536,SRX23841861,,
SRR28230632,2023-01-29,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230632,SRX23841765,,
SRR28230547,2023-01-26,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230547,SRX23841850,,
SRR28230490,2023-01-26,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230490,SRX23841908,,
SRR28230440,2023-01-25,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230440,SRX23841957,,
SRR28230451,2023-01-24,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230451,SRX23841946,,
SRR28230462,2023-01-23,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230462,SRX23841935,,
SRR28230250,2023-01-23,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230250,SRX23841606,,
SRR28230212,2023-01-23,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230212,SRX23841644,,
SRR28230239,2023-01-22,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230239,SRX23841617,,
SRR28230551,2023-01-19,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230551,SRX23841846,,
SRR28230223,2023-01-19,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230223,SRX23841633,,
SRR28230267,2023-01-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230267,SRX23841589,,
SRR28230601,2023-01-17,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230601,SRX23841796,,
SRR28230563,2023-01-17,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230563,SRX23841834,,
SRR28230278,2023-01-17,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230278,SRX23841578,,
SRR28230579,2023-01-16,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230579,SRX23841818,,
SRR28230590,2023-01-15,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230590,SRX23841807,,
SRR28230574,2023-01-15,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230574,SRX23841823,,
SRR28230612,2023-01-13,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230612,SRX23841785,,
SRR28230288,2023-01-11,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230288,SRX23841568,,
SRR28230300,2023-01-10,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230300,SRX23841556,,
SRR28230623,2023-01-10,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230623,SRX23841774,,
SRR28230484,2023-01-09,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230484,SRX23841914,,
SRR28230311,2023-01-09,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230311,SRX23841545,,
SRR28230473,2023-01-08,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230473,SRX23841925,,
SRR28230635,2023-01-06,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230635,SRX23841763,,
SRR28230646,2023-01-05,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230646,SRX23841752,,
SRR28230154,2023-01-04,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230154,SRX23841702,,
SRR28230679,2023-01-04,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230679,SRX23841719,,
SRR28230371,2023-01-03,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230371,SRX23841485,,
SRR28230657,2023-01-03,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230657,SRX23841741,,
SRR28230383,2023-01-02,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230383,SRX23841473,,
SRR28230394,2023-01-01,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230394,SRX23841462,,
SRR28230642,2022-12-29,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230642,SRX23841756,,
SRR28230638,2022-12-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230638,SRX23841760,,
SRR28230639,2022-12-27,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230639,SRX23841759,,
SRR28230636,2022-12-27,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230636,SRX23841762,,
SRR28230640,2022-12-26,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230640,SRX23841758,,
SRR28230641,2022-12-25,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230641,SRX23841757,,
SRR28230637,2022-12-22,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230637,SRX23841761,,
SRR28230643,2022-12-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230643,SRX23841755,,
SRR28230655,2022-12-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230655,SRX23841743,,
SRR28230656,2022-12-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230656,SRX23841742,,
SRR28230653,2022-12-20,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230653,SRX23841745,,
SRR28230660,2022-12-20,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230660,SRX23841738,,
SRR28230658,2022-12-19,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230658,SRX23841740,,
SRR28230659,2022-12-18,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230659,SRX23841739,,
SRR28230654,2022-12-15,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230654,SRX23841744,,
SRR28230673,2022-12-14,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230673,SRX23841725,,
SRR28230661,2022-12-14,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230661,SRX23841737,,
SRR28230671,2022-12-13,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230671,SRX23841727,,
SRR28230674,2022-12-13,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230674,SRX23841724,,
SRR28230677,2022-12-13,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230677,SRX23841721,,
SRR28230678,2022-12-12,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230678,SRX23841720,,
SRR28230675,2022-12-12,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230675,SRX23841723,,
SRR28230676,2022-12-11,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230676,SRX23841722,,
SRR28230146,2022-12-09,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230146,SRX23841710,,
SRR28230672,2022-12-08,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230672,SRX23841726,,
SRR28230375,2022-12-07,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230375,SRX23841481,,
SRR28230373,2022-12-06,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230373,SRX23841483,,
SRR28230369,2022-12-06,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230369,SRX23841486,,
SRR28230376,2022-12-06,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230376,SRX23841480,,
SRR28230377,2022-12-05,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230377,SRX23841479,,
SRR28230374,2022-12-04,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230374,SRX23841482,,
SRR28230378,2022-12-04,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230378,SRX23841478,,
SRR28230386,2022-11-30,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230386,SRX23841470,,
SRR28230392,2022-11-29,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230392,SRX23841464,,
SRR28230387,2022-11-29,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230387,SRX23841469,,
SRR28230388,2022-11-28,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230388,SRX23841468,,
SRR28230389,2022-11-27,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230389,SRX23841467,,
SRR28230393,2022-11-25,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230393,SRX23841463,,
SRR28230395,2022-11-24,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230395,SRX23841461,,
SRR28230167,2022-11-23,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230167,SRX23841689,,
SRR28230163,2022-11-22,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230163,SRX23841693,,
SRR28230160,2022-11-22,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230160,SRX23841696,,
SRR28230168,2022-11-21,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230168,SRX23841688,,
SRR28230164,2022-11-21,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230164,SRX23841692,,
SRR28230161,2022-11-20,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230161,SRX23841695,,
SRR28230166,2022-11-20,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230166,SRX23841690,,
SRR28230162,2022-11-18,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230162,SRX23841694,,
SRR28230319,2022-11-16,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230319,SRX23841536,,
SRR28230317,2022-11-15,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230317,SRX23841538,,
SRR28230320,2022-11-15,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230320,SRX23841535,,
SRR28230327,2022-11-14,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230327,SRX23841528,,
SRR28230321,2022-11-14,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230321,SRX23841534,,
SRR28230322,2022-11-13,"USA: California, San Diego (Point Loma)",city-wide wastewater treatment facility,2300000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230322,SRX23841533,,
SRR28230318,2022-11-11,"USA: California, San Diego (South Bay)",city-wide wastewater treatment facility,100000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230318,SRX23841537,,
SRR28230328,2022-11-10,"USA: California, San Diego (Encina)",city-wide wastewater treatment facility,379000,24,raw wastewater,composite,SARS-CoV-2,yes,SEARCH,SARS-CoV-2: wastewater surveillance,NC_045512,SRR28230328,SRX23841527,,
